"TID","EN","FR","DE","ES","IT","NL","NO","PT","TR","JP","CN","KR","RU","AR","CNT","FA","ID","MS","TL","VI"
"TID_NOT_ENOUGH_RESOURCE","You don't have enough <resource>!","Vous n'avez pas assez de : <resource> !","Du hast nicht genug <resource>!","¡Necesitas más <resource>!","Non hai abbastanza <resource>!","Je hebt te weinig <resource>!","Du har ikke nok <resource>!","Seu estoque de <resource> é insuficiente!","Yeterli <resource> yok!","<resource>が足りません","您没有足够的<resource>！","<resource>(이)가 부족합니다!","Нужно больше ресурса <resource>!","لا يوجد لديك <resource> كافٍ!","你的<resource>不足！","شما <resource> کافی ندارید!","<resource> tidak cukup!","Anda tidak mempunyai <resource> yang mencukupi!","Kulang ang <resource> mo!","Bạn không có đủ <resource>!"
"TID_TOWN_HALL_LEVEL_TOO_LOW","You need to upgrade your Town Hall to level <number>!","Vous devez améliorer votre hôtel de ville au niveau <number> !","Du musst dein Rathaus auf Level <number> verbessern!","Debes mejorar tu ayuntamiento al nivel <number>.","Devi portare il tuo municipio al livello <number>!","Je moet je stadhuis naar level <number> upgraden!","Du må oppgradere rådhuset til nivå <number>!","Você precisa melhorar seu Centro da Vila para o nível <number>!","Belediye Binanı <number>. seviyeye yükseltmen gerekiyor!","先にタウンホールをレベル <number> に要アップグレード！","您需要升级大本营至<number>级！","마을 회관을 <number>레벨로 업그레이드해야 합니다!","Повысьте уровень ратуши до <number>!","أنت بحاجة إلى ترقية قاعة المدينة إلى المستوى <number>!","您需要將大本營提升至等級<number>！","شما باید تالار شهرتان را به سطح <number> ارتقا دهید!","Perlu meningkatkan Balai Kota ke level <number>!","Anda perlu menaik taraf Dewan Bandar ke tahap <number>!","Kailangan mong i-upgrade ang Town Hall mo sa level <number>!","Bạn cần nâng cấp Nhà chính lên cấp <number>!"
"TID_POPUP_ABOUT_TO_SELL_TITLE","Sell building","Vendre le bâtiment","Gebäude verkaufen","Vender edificio","Vendi edificio","Gebouw verkopen","Selg bygning","Vender construção","Binayı sat","建物を売る","出售","건물 판매","Продать здание","بيع المبنى","出售","فروش ساختمان","Jual bangunan","Jual bangunan","Ibenta ang building","Bán nhà"
"TID_POPUP_TEXT_ABOUT_TO_SELL","Do you really want to sell <item> for <number> <resource>?","Voulez-vous vraiment vendre votre <item> pour <number> <resource> ?","<item> wirklich für <number> <resource> verkaufen?","¿Seguro que quieres vender <item> por <number> de <resource>?","Vuoi davvero vendere: <item> per <number> <resource>?","Wil je een <item> echt voor <number> <resource> verkopen?","Vil du virkelig selge <item> for <number> <resource>?","Quer mesmo vender <item> por <number> <resource>?","<item> öğesini <number> <resource> karşılığında satmak istediğine emin misin?","本当に<item>を<resource><number>で\n売りますか？","您确定想以<item>换取<number><resource>吗？","<item>(을)를 <resource> <number>개에 판매할까요?","Вы точно хотите продать <item> за <resource> (<number>)?","هل تريد حقًا بيع <item> مقابل <number> <resource>؟","是否確定要以<item>換取<number><resource>？","آیا واقعاً می‌خواهید <item> را به ازای <number> <resource> بفروشید؟","Yakin ingin menjual <item> demi <number> <resource>?","Anda benar-benar ingin menjual <item> untuk <number> <resource>?","Gusto mo ba talagang ibenta ang <item> kapalit ng <number> (na) <resource>?","Bạn có chắc chắn muốn bán <item> bằng <number> <resource> không?"
"TID_POPUP_UPGRADE_TITLE","Upgrade to level <number>?","Améliorer au niveau <number> ?","Auf Level <number> verbessern?","¿Mejorar al nivel <number>?","Portare al livello <number>?","Upgraden naar level <number>?","Oppgradere til nivå <number>?","Melhorar para o nível <number>?","<number>. seviyeye yükseltilsin mi?","レベル<number>にアップグレードしますか？","确定升至<number>级吗？","레벨 <number> 업그레이드","Поднять до <number> уровня?","هل تريد الترقية إلى المستوى <number>؟","是否提升至等級<number>？","به سطح <number> ارتقا پیدا کند؟","Tingkatkan ke level <number>?","Naik taraf ke tahap <number>?","I-upgrade sa level <number>?","Bạn có muốn nâng cấp lên cấp <number> không?"
"TID_POPUP_UPGRADE_BUILD_MORE","Build more:","Construire davantage :","Mehr bauen:","Construye más:","Costruisci più:","Meer bouwen:","Bygg mer:","Construir mais:","Daha inşa et:","もっと建てる：","建造更多：","필요한 건물:","Построить больше:","بناء المزيد:","建造更多：","ساخت بیشتر:","Bangun lagi:","Bina lagi:","Gumawa pa:","Xây dựng thêm:"
"TID_RESOURCE_CAP_FULL_GOLD","Build more or upgrade existing Gold Storages!","Construisez plus de réserves d'or ou améliorez celles que vous avez déjà !","Verbessere deine Goldlager oder baue mehr davon!","Construye más almacenes de oro o mejora los que tienes.","Costruisci depositi d'oro o migliora quelli esistenti!","Bouw meer of upgrade bestaande goudkluizen!","Bygg flere, eller oppgrader eksisterende gullagre!","Construa mais Depósitos de Ouro ou melhore os já existentes!","Daha çok Altın Deposu inşa et ya da yükselt!","金庫をもっと建てるか、今ある金庫をアップグレードしましょう！","建造更多储金罐或者升级储金罐！","골드 저장소를 더 건설하거나 업그레이드하세요!","Постройте новое Золотохранилище или улучшите старое!","قم ببناء المزيد من مخازن الذهب أو ترقية الموجودة بالفعل!","建造更多儲金罐或升級現有的儲金罐！","انبار طلای بیشتری بسازید یا موارد کنونی را ارتقا دهید!","Bangun lebih banyak atau tingkatkan Penyimpanan Emas yang sudah ada!","Bina lebih banyak atau naik taraf Penyimpanan Emas sedia ada!","Gumawa ng mga dagdag o mag-upgrade ng mga kasalukuyang Gold Storage!","Hãy xây dựng thêm hoặc nâng cấp Kho chứa Vàng hiện có!"
"TID_RESOURCE_CAP_FULL_ELIXIR","Build more or upgrade existing Elixir Storages!","Construisez plus de réservoirs d'élixir ou améliorez ceux que vous avez déjà !","Verbessere deine Elixierlager oder baue mehr davon!","Construye más almacenes de elixir o mejora los que tienes.","Costruisci depositi di elisir o migliora quelli esistenti!","Bouw meer of upgrade bestaande elixirtanks!","Bygg flere, eller oppgrader eksisterende eliksirlagre!","Construa mais Depósitos de Elixir ou melhore os já existentes!","Daha çok İksir Deposu inşa et ya da yükselt!","エリクサータンクをもっと建てるか、\n今あるエリクサータンクをアップグレードしましょう！","建造更多圣水瓶或者升级圣水瓶！","엘릭서 저장소를 더 건설하거나 업그레이드하세요!","Постройте новое Эликсирохранилище или улучшите старое!","قم ببناء المزيد من مخازن الإكسير أو ترقية الموجودة بالفعل!","建造更多聖水瓶或升級現有的聖水瓶！","مخزن اکسیر بیشتری بسازید یا موارد کنونی را ارتقا دهید!","Bangun lebih banyak atau tingkatkan Penyimpanan Eliksir yang sudah ada!","Bina lebih banyak atau naik taraf Penyimpanan Eliksir sedia ada!","Gumawa ng mga dagdag o mag-upgrade ng mga kasalukuyang Elixir Storage!","Hãy xây dựng thêm hoặc nâng cấp Kho chứa Tiên dược hiện có!"
"TID_POPUP_FRIEND_LIST_TITLE","Friends","Amis","Freunde","Amigos","Amici","Vrienden","Venner","Amigos","Arkadaşlar","フレンド","好友","친구","Друзья","الأصدقاء","好友","دوستان","Teman","Rakan","Mga Kaibigan","Bạn bè"
"TID_CONNECT_WITH_FACEBOOK_BUTTON","Connect to Facebook","Se connecter à Facebook","Mit Facebook verbinden","Conectar con Facebook","Connetti a Facebook","Maak verbinding met Facebook","Koble til Facebook","Conectar ao Facebook","Facebook'a bağlan","Facebookに接続","连接Facebook","Facebook에 연결","Подключиться к Facebook","الاتصال بموقع Facebook","連接至Facebook","اتصال به Facebook","Sambungkan ke Facebook","Sambung ke Facebook","I-connect sa Facebook","Kết nối với Facebook"
"TID_LOGIN_TO_FACEBOOK_BUTTON","Login to Facebook","Connexion à Facebook","Bei Facebook anmelden","Conectar con Facebook","Accesso a Facebook","Meld je aan op Facebook","Logg på Facebook","Fazer login no Facebook","Facebook'ta oturum aç","Facebookにログイン","登录Facebook","Facebook에 로그인","Войти в Facebook","تسجيل الدخول إلى Facebook","登入Facebook","ورود به Facebook","Masuk ke Facebook","Log Masuk ke Facebook","Mag-log in sa Facebook","Đăng nhập vào Facebook"
"TID_LOADING_FACEBOOK_FRIENDS","Loading friend list...","Chargement de la liste d'amis...","Freundesliste wird geladen ...","Cargando lista de amigos...","Caricamento lista amici...","Vriendenlijst wordt geladen...","Laster venneliste ...","Carregando lista de amigos...","Arkadaş listesi yükleniyor...","友達リストの読み込み中...","正在加载好友列表......","친구 목록을 불러오는 중...","Загрузка списка друзей...","جارِ تحميل قائمة الأصدقاء...","正在載入好友清單...","در حال بارگیری فهرست دوستان...","Memuat daftar teman...","Memuatkan senarai rakan...","Nilo-load ang listahan ng kaibigan...","Đang tải danh sách bạn bè..."
"TID_OBSTACLE_TOMBSTONE","Tombstone","Pierre tombale","Grabstein","Lápida","Lapide","Grafsteen","Gravstein","Lápide","Mezar Taşı","墓石","墓碑","묘비","Надгробие","شاهد القبر","墓碑","سنگ قبر","Batu nisan","Batu Nisan","Tombstone","Bia mộ"
"TID_NO_FACEBOOK_FRIENDS","Unable to find Facebook friends who play Clash of Clans","Impossible de trouver vos amis Facebook qui jouent à Clash of Clans.","Es konnten keine Facebook-Freunde gefunden werden, die Clash of Clans spielen.","No se han encontrado amigos de Facebook que jueguen a Clash of Clans.","Non è stato possibile trovare amici di Facebook che giocano a Clash of Clans.","Geen Facebook-vrienden gevonden die Clash of Clans spelen","Finner ingen Facebook-venner som spiller Clash of Clans","Não foi possível encontrar os amigos do Facebook que jogam Clash of Clans","Clash of Clans oynayan Facebook arkadaşları bulunamıyor","クラッシュ・オブ・クランをプレイしているFacebookの友達がみつかりませんでした。","无法找到玩部落冲突的Facebook好友","클래시 오브 클랜을 즐기는 Facebook 친구를 찾을 수 없습니다.","Не удалось найти в Facebook друзей, которые играют в Clash of Clans.","لا يمكن العثور على أصدقاء عبر Facebook يلعبون Clash of Clans","找不到進行《部落衝突》遊戲的Facebook好友","نمی‌توان دوستان Facebook که جنگ قبایل بازی می‌کنند را پیدا کرد","Tidak dapat menemukan teman Facebook yang bermain Clash of Clans","Tidak dapat mencari rakan Facebook yang bermain Clash of Clans","Walang mahanap na kaibigan sa Facebook na naglalaro ng Clash of Clans","Không thể tìm bạn bè Facebook đang chơi Clash of Clans"
"TID_ATTACK_FAIL_NO_MATCHES","Unable to find villages to attack!","Impossible de trouver des villages à attaquer.","Es konnten keine angreifbaren Dörfer gefunden werden!","No se han encontrado aldeas que atacar.","Non è stato possibile trovare dei villaggi da attaccare!","Er kunnen geen dorpen worden gevonden om aan te vallen!","Finner ikke landsbyer å angripe!","Não foi possível encontrar vilas para atacar!","Saldırılacak köy bulunamıyor!","攻撃できる村がみつかりませんでした。","无法找到可攻击的玩家！","공격할 마을을 찾을 수 없습니다!","Невозможно найти деревни для нападения!","لا يمكن العثور على قرى لمهاجمتها!","無法找到可攻擊的村莊！","نمی‌توانید دهکده‌ای برای حمله پیدا کنید!","Tidak dapat menemukan desa untuk diserang!","Tidak dapat mencari kampung untuk diserang!","Walang makitang village na pwedeng atakihin!","Không tìm được làng để tấn công!"
"TID_ATTACK_FAIL_ALREADY_UNDER_ATTACK","Can't attack! Village is already under attack.","Attaque impossible. Ce village subit déjà une attaque !","Angriff nicht möglich! Dorf wird bereits angegriffen.","No se puede atacar, la aldea ya está siendo atacada.","Impossibile attaccare: il villaggio è già sotto attacco.","Je kunt niet aanvallen! Het dorp wordt al aangevallen.","Kan ikke angripe! Landsbyen blir allerede angrepet.","Impossível atacar: a vila já está sob ataque.","Saldırılamaz! Köy zaten saldırıya uğradı.","攻撃できません！　この村はすでに攻撃されているところです。","不能进攻，此村庄正遭受攻击。","공격할 수 없습니다! 이미 공격받고 있는 마을입니다.","Напасть нельзя! Деревня уже атакована.","لا يمكن الهجوم! القرية تحت الهجوم الاّن.","無法攻擊！這個村莊已經成為被攻擊的目標。","نمی‌توان حمله کرد! دهکده در حال حاضر تحت حمله است.","Tidak dapat menyerang! Desa sedang diserang.","Tidak dapat menyerang! Kampung sudah diserang.","Hindi pwedeng atakihin! May umaatake na sa village.","Không thể tấn công! Làng này đang bị tấn công."
"TID_ATTACK_FAIL_TARGET_ONLINE","Can't attack! Village owner is online.","Attaque impossible. Le propriétaire de ce village est en ligne.","Angriff nicht möglich! Dorfbesitzer ist online.","No puedes atacar, el jefe de la aldea está conectado.","Impossibile attaccare: il proprietario del villaggio è online.","Je kunt niet aanvallen! De eigenaar van het dorp is online.","Kan ikke angripe! Landsbyeieren er tilkoblet.","Impossível atacar: o proprietário da vila está online.","Saldırılamaz! Köyün sahibi çevrimiçi.","攻撃できません！　村の持ち主がオンラインです。","首领在家，无法攻击！","공격할 수 없습니다! 마을 주인이 접속 중입니다.","Напасть нельзя! Хозяин деревни в сети.","لا يمكن الهجوم! مالك القرية متصل.","無法攻擊！村莊主人在線。","نمی‌توانید حمله کنید! صاحب دهکده آنلاین است.","Tidak dapat menyerang! Pemilik desa sedang online.","Tidak dapat menyerang! Pemilik kampung sedang dalam talian.","Hindi pwedeng atakihin! Online ang may-ari ng village.","Không thể tấn công! Chủ làng này đang trực tuyến."
"TID_ATTACK_FAIL_SAME_ALLIANCE","Can't attack your own clan members!","Attaque impossible. Vous ne pouvez pas attaquer un membre de votre clan !","Angriff auf Mitglieder des eigenen Clans nicht möglich!","No puedes atacar a miembros de tu clan.","Non puoi attaccare i membri del tuo stesso clan.","Je kunt geen leden van je eigen clan aanvallen!","Du kan ikke angripe dine egne klanmedlemmer!","Você não pode atacar os membros de seu clã!","Kendi klan üyelerine saldıramazsın!","同じクランの仲間は攻撃できません！","无法攻击同一部落的玩家！","클랜 동료는 공격할 수 없습니다!","Нельзя нападать на своих соклановцев!","لا يمكنك الهجوم على أعضاء قبيلتك!","無法攻擊同一部落成員！","نمی‌توانید به اعضای قبیله خودتان حمله کنید!","Tidak dapat menyerang anggota klanmu sendiri!","Tidak dapat menyerang ahli klan anda sendiri!","Hindo mo pwedeng atakihin ang mga ka-clan mo!","Không thể tấn công thành viên trong chính hội của bạn!"
